#,Title,Authors,Barcode,Call No,ISBN,Status,Patron Status,Hold Status
260,"The adventures of Tom Sawyer","Twain, Mark",33124090477760,F TWA,582035880,In,0,No Hold
261,"The adventures of Tom Sawyer","Twain, Mark",33124058119644,F TWA,9780141321103,In,0,No Hold
262,"The adventures of Unemployed Man","Origen, Erich",33124082004564,F ORI,9780316098823,Out,0,No Hold
263,"Adventures on the ancient Silk Road","Galloway, Priscilla",33124058450254,950 GAL,9780605432734,In,0,No Hold
264,"Adventures on the high seas","Boyd, David",33124042570597,910.45 BOY,9781897096130,In,0,No Hold
265,"Adventures with the Vikings","Bailey, Linda",1890018,948 .022 BAI,1550745425,In,0,No Hold
266,"Advertising : reflections of culture and values","Fine-Meyer, Rose",33124020343439,971.06 FIN,921156731,In,0,No Hold
267,"Aesop's fables","Aesop",602460,398.2 PAX,688073603,In,0,No Hold
268,"Aesop's funky fables","French, Vivian",33124110651790,398.24 FRE,241136202,In,0,No Hold
269,"Afghanistan","Downing, David",33124096018584,958.1 DOW,9781420264753,In,0,No Hold
270,"Afghanistan","Downing, David",33124054035323,958.104 DOW,9781926660929,In,0,No Hold
271,"Afghanistan","Author, Unknown",33124070118525,958.1 AFG,9780737746426,In,0,No Hold
272,"Afghanistan","Whitehead, Kim",33124038892955,958.1 WHI,1590848330,In,0,No Hold
273,"Afghanistan","Author, Unknown",33124058118463,958.1047 AFG,9780737747294,In,0,No Hold
274,"Afghanistan","Author, Unknown",33124049731986,958.1047 AFG,0737733039,In,0,No Hold
275,"Africa : facts & figures","Habeeb, William Mark",33124040857897,960 HAB,1590848179,In,0,No Hold
276,"Africa : women's art, women's lives","LaDuke, Betty",33124038894613,709.22 LAD,0865434344,In,0,No Hold
277,"African American art : the long struggle","Britton, Crystal",33124040854290,704.0396 BRI,1597641057,In,0,No Hold
278,"African American writers","Author, Unknown",33124038899075,810.808 AFR,618048138,In,0,No Hold
279,"African Americans in film and television","Lommel, Cookie",33124040853573,791.43089 LOM,0791072681,In,0,No Hold
280,"African Canadian leadership : continuity, transition, and transformation","Author, Unknown",33124118085884,303.34 AFR,9781487523664,In,0,No Hold
281,"African dance : an artistic, historical, and philosophical inquiry","Author, Unknown",33124038894597,792.8096 AFR,865431965,In,0,No Hold
282,"African diaspora","Henry, Natasha",33124110651592,305.896 HEN,9781770589476,In,0,No Hold
283,"African heritage resource guide 2006 : information on: presenters, print resources, websites.","Author, Unknown",33124084353456,372.89 AFR,9781770589479,Lost/Missing,0,No Hold
284,"African myths & legends","Ardagh, Philip",33124033284372,398.2 ARD,716626055,In,0,No Hold
285,"Africana woman : her story through time","Carter, Cynthia Jacobs",33124028658945,305.4896 CAR,0792261658,Lost/Missing,0,No Hold
286,"Africans thought of it : amazing innovations","Opini, Bathseba",33124054038905,960 OPI,9781554512775,In,0,No Hold
287,"Africville","Grant, Shauntay",33124119146156,E GRA,1773065548,In,0,No Hold
288,"After : a novel","Hutchins, Hazel J.",33124070473375,F HUT,9781897118429,In,0,No Hold
289,"After dark","Martínez i Vendrell, Maria",33124118826089,E MAR HINDI,185430108,In,0,No Hold
290,"After dark","Martínez i Vendrell, Maria",1093255,E MAR URDU,185430108,In,0,No Hold
291,"After dinner barf","Fast, April",33124070323513,F FAS,077915908,In,0,No Hold
292,"After dinner barf","Fast, A. D.",1889252,F FAS,1550681184,In,0,No Hold
293,"After ever after","Sonnenblick, Jordan",33124101580776,F SON,9780545722872,In,0,No Hold
294,"After : nineteen stories of apocalypse and dystopia","Author, Unknown",33124094321329,F AFT,9781423146193,In,0,No Hold
295,"After Tupac and D Foster","Woodson, Jacqueline",33124058451906,F WOO,9780142413999,In,0,No Hold
296,"Afterlife with Archie","Aguirre-Sacasa, Roberto",33124097596760,F AGU,9781627383714,In,0,No Hold
297,"Afterlife with Archie","Aguirre-Sacasa, Roberto",33124102656088,F AGU,9781627383714,In,0,No Hold
298,"Aftermath of the Holocaust","Shuter, Jane",33124049734071,940.5318 SHU,1403408076,In,0,No Hold
299,"Afternoon on the Amazon","Osborne, Mary Pope",33124093783925,F OSB,9780605277519,In,0,No Hold
300,"Afterworlds","Westerfeld, Scott",33124097595523,F WES,9781481422345,In,0,No Hold
301,"Against all opposition : Black explorers in America","Haskins, James",33124100187797,910.92 HAS,802776728,In,0,No Hold
302,"Against the tide","Sutherland, Tui",33124100186971,F SUT,9780545522472,In,0,No Hold
303,"The age of exploration","Kling, Andrew A.",33124074238972,910.9 KLI,9781420509304,In,0,No Hold
304,"The age of improv : a political novel of the future","Salutin, Rick",1869949,F SAL,0006480926,In,0,No Hold
305,"The age of turbulence : adventures in a new world","Greenspan, Alan",33124049736530,332.11092 GRE,9780143114161,In,0,No Hold
306,"The ages of steam and electricity","Author, Unknown",33124070119010,609.034 AGE,9781933834863,In,0,No Hold
307,"Agnes Macphail : champion of the underdog","Wyatt, Rachel",33124054035695,328.71092 WYA,968360157,In,0,No Hold
308,"The agony of Bun O'Keefe","Smith, Heather",33124112462261,F SMI,9780143198659,In,0,No Hold
309,"The agony of Bun O'Keefe","Smith, Heather",33124112069173,F SMI,9780143198659,Lost/Missing,0,No Hold
310,"Agriculture.","Author, Unknown",33124070319925,630 AGR,9780716603856,In,0,No Hold
311,"Ahgottahandleonit","Mixon, Donovan",33124109647569,F MIX,9781941026472,In,0,No Hold
312,"Aida","Price, Leontyne",677841,398 .2 PRI,015200405,In,0,No Hold
313,"Aids","James, Otto",33124070324289,616.9792 JAM,9781599202822,In,0,No Hold
314,"AIDS","Author, Unknown",33124058118430,616.9792 AID,9780737751970,In,0,No Hold
315,"AIDS & politics","Simone, Jacquelyn",33124046424684,616.9792 SIM,9781934970232,In,0,No Hold
316,"AIDS & poverty","Simons, Rae",33124046424585,616.9792 SIM,9781934970249,In,0,No Hold
317,"AIDS & you","Boberg, C.E",33124046424734,616.9792 BOB,9781934970270,In,0,No Hold
318,"Captain America : the chosen","Morrell, David",33124070323703,F MOR,785129057,In,0,No Hold
319,"Air : a resource our world depends on","Graham, Ian",33124041595413,551.5 GRA,1403456143,In,0,No Hold
320,"Air Canada","Matthews, Sheelagh",33124093792314,387.706 MAT,9781770712119,In,0,No Hold
321,"Airborn","Oppel, Kenneth",33124041751792,F OPP,6392598,In,0,No Hold
322,"Airman","Colfer, Eoin",33124046428206,F COL,9781423107507,In,0,No Hold
323,"Akata warrior","Okorafor, Nnedi",33124109647296,F OKO,067078561,In,0,No Hold
324,"The Akhenaten adventure","Kerr, Philip",33124020337159,F KER,439709458,Lost/Missing,0,No Hold
325,"Akimbo and the baboons","McCall Smith, Alexander",33124109707652,F MCC,9780307397072,In,0,No Hold
326,"Akimbo and the crocodile man","McCall Smith, Alexander",33124109707660,F MCC,1405218134,In,0,No Hold
327,"Akimbo and the elephants","McCall Smith, Alexander",33124103243795,F MCC,1582346860,In,0,No Hold
328,"Alan Moore on his work and career","Moore, Alan",33124049735524,823 MOO,9781404210776,In,0,No Hold
329,"Alanis Morissette : you oughta know","Cantin, Paul",1789950,781 .66 092 MOR CAN,773758712,In,0,No Hold
330,"Alan's war : the memories of G.I. Alan Cope","Guibert, Emmanuel",33124070323174,F GUI,9780605218581,In,0,No Hold
331,"Alaska","Swaney, Deanna",33124096016497,917.9804 SWA,9780756661991,In,0,No Hold
332,"Albert Camus : the thinker, the artist, the man","Bronner, Stephen Eric",33124034597426,848.81498 CAM BRO,531113051,In,0,No Hold
333,"Albert Einstein","Wishinsky, Frieda",33124082004507,530.092 EIN WIS,9780605081352,In,0,No Hold
334,"Albert Einstein : a life of genius","MacLeod, Elizabeth",33124023744708,530.092 EIN MACL,1553373979,In,0,No Hold
335,"Alberta","Beckett, Harry",33124106060204,971.23 BEC,9781553883470,In,0,No Hold
336,"Alberta","Goldsworthy, Kaite",33124106060139,971.23 GOL,9781770718623,In,0,No Hold
337,"Alberta : wild rose country","Author, Unknown",33124101020351,971.23 ALB,9781553889724,In,0,No Hold
338,"Alberto Giacometti","Gaff, Jackie",33124034252998,730.92 GIA GAF,9780605081437,In,0,No Hold
339,"The alchemyst","Scott, Michael",33124058116475,F SCO,0385903723,In,0,No Hold
340,"Alcohol addiction : not worth the buzz","Walker, Ida",33124074238774,616.861 WAL,9781422224281,In,0,No Hold
341,"Alex Rider. Eagle strike : the graphic novel /","Horowitz, Anthony",33124106913311,F HOR,9780763692568,In,0,No Hold
342,"Alex Rider. Eagle strike : the graphic novel /","Horowitz, Anthony",33124106913600,F HOR,9780763692568,In,0,No Hold
343,"Alexander Fleming : by Richard Hantula","Hantula, Richard",33124058451997,616.014 FLE HAN,836850831,In,0,No Hold
344,"Alexander Graham Bell","Petrie, A. Roy",33124054039911,621.385 BEL PET,1550414631,In,0,No Hold
345,"Alexander Graham Bell and the telephone","Fandel, Jennifer",33124058455311,621.385092 BEL FAN,0736896406,In,0,No Hold
346,"Alexander Graham Bell invents","Garmon, Anita",33124046429808,621.385092 BEL GAR,9781426301896,Lost/Missing,0,No Hold
347,"Alexander Mackenzie and the explorers of Canada","Xydes, Georgia",33124040854365,971 .201 XYD,791013146,In,0,No Hold
348,"Alexander the Great : master of the ancient world","Wilhelm, Doug",33124101584000,938.07092 ALE WIL,9780531212752,In,0,No Hold
349,"Alexander the Great : the conqueror","Casati, Giampaolo",33124058114819,938.07092 ALE CAS,159223349,In,0,No Hold
350,"Alexandria of Africa","Walters, Eric",33124046420807,F WAL,9780385666398,In,0,No Hold
351,"Alexandria of Africa","Walters, Eric",33124097604929,F WAL,9780385666398,In,0,No Hold
352,"Algebra and geometry","Author, Unknown",198444,512 .12 ALG,395482402,Lost/Missing,0,No Hold
353,"Algonquin","Kissock, Heather",33124092799229,970.3 ALG KIS,9781553884316,In,0,No Hold
354,"Algonquin : Canadian aboriginal art and culture","Kissock, Heather",33124116037960,970.3 OJI KIS,9781510539853,In,0,No Hold
355,"Ali and his camera","Pizante, Raymond",33124023742991,F PIZ,0582081343,In,0,No Hold
356,"Ali Baba and the forty thieves","Attard, Enebor",33124058452581,398.2 ATT CHINESE,184444404,In,0,No Hold
357,"Alia's mission : saving the books of Iraq : inspired by a true story","Stamaty, Mark Alan",33124097596224,020.92 BAK STA,9780375857638,In,0,No Hold
358,"Alia's mission : saving the books of Iraq : inspired by a true story","Stamaty, Mark Alan",33124060081501,098 BAK STA,0736228020,In,0,No Hold
359,"Alice, I think","Juby, Susan",33124028661030,F JUB,0006392873,In,0,No Hold
360,"Alice in wonderland","Carroll, Lewis",1788790,F CAR,694014540,In,0,No Hold
361,"Alice MacLeod, realist at last","Juby, Susan",33124038895693,F JUB,6392660,In,0,No Hold
362,"Alien invaders : species that threaten our world","Drake, Jane",33124070473565,578.6 DRA,9780887767982,In,0,No Hold
363,"Alien lifesearch : quest for extraterrestrial organisms","Jefferis, David",2340322,001.942 JEF,0778700496,In,0,No Hold
364,"Alienated","Russell, David O.",33124109707421,F RUS,9781416982999,In,0,No Hold
365,"The alienist","Carr, Caleb",33124049730145,F CAR,9780812976144,In,0,No Hold
366,"Aliens","Murray, Laura K.",33124106114217,001.942 MUR,9781628323672,In,0,No Hold
367,"Aliens and energy","Biskup, Agnieszka",33124082006775,530 BIS,9781429665803,In,0,No Hold
368,"Ali's pretty little lies : a Pretty little liars prequel novel","Shepard, Sara",33124092306405,F SHE,9780062233370,Lost/Missing,0,No Hold
369,"Alison Dare : little miss adventures","Torres, J.",33124058451492,F TOR,9780887769344,In,0,No Hold
370,"Alison Dare : the heart of the maiden","Torres, J.",33124058451484,F TOR,9780887769351,In,0,No Hold
371,"All about aircraft and flight","Mellet, Peter",33124092796324,629.13 MEL,1842158929,In,0,No Hold
372,"All fall down : the landslide diary of Abby Roberts","Little, Jean",33124074240580,F LIT,9781443119191,In,0,No Hold
373,"All free : a folktale from Gujarat","Pandya, Mamata",33124096018758,398.2 PAN,8186838716,In,0,No Hold
374,"All good children","Austen, Catherine",33124083411404,F AUS,9781554698240,In,0,No Hold
375,"All hat : a novel","Smith, Brad J.",33124028660974,F SMI,0143013602,In,0,No Hold
376,"All he ever wanted : a novel","Shreve, Anita",33124028660826,F SHR,0316735736,In,0,No Hold
377,"All I want is everything : a Gossip Girl novel","Von Ziegesar, Cecily",33124043354066,F VON,9780316499125,Lost/Missing,0,No Hold
378,"All-in","Hautman, Pete",33124102025771,F HAU,9780605145061,Lost/Missing,0,No Hold
379,"All in","Polak, Monique",33124059825884,F POL,9780605186668,In,0,No Hold
380,"All of the above : a novel","Pearsall, Shelley",33124046430210,F PEA,9780605100305,In,0,No Hold
381,"All quiet on the western front","Author, Unknown",33124020342456,F ALL,25193236821,Lost/Missing,0,No Hold
382,"All star","Lonergan, Jesse",33124102655650,F LON,9781561638352,Lost/Missing,0,No Hold
383,"All that matters","Choy, Wayson",33124049734915,12 F CHO,385257597,In,0,No Hold
384,"All that remains","Morgan, Dwayne",33124103244447,819.1 MOR,9780986529276,In,0,No Hold
385,"All the days past, all the days to come","Taylor, Mildred D.",33124118085942,F TAY,9780425288085,In,0,No Hold
386,"All the quiet places : a novel","Isaac, Brian Thomas",33124110652194,F ISA,9781990071027,In,0,No Hold
387,"All the rage","Summers, Courtney",33124098987885,F SUM,9781250069153,In,0,No Hold
388,"All the trouble you need","Tervalon, Jervey",33124038894647,F TER,743422384,In,0,No Hold
389,"All the truth that's in me","Berry, Julie",33124102655825,F BER,142427306,In,0,No Hold
390,"All the way : my life on ice","Tootoo, Jordin",33124102654422,796.962 TOO,9780143189206,In,0,No Hold
391,"Allah is not obliged","Kourouma, Ahmadou",33124049737025,F KOU,9780099433927,Lost/Missing,0,No Hold
392,"Allegedly : a novel","Jackson, Tiffany D",33124110652210,F JAC,62422650,In,0,No Hold
393,"Allegiant","Roth, Veronica",33124085415973,F ROT,9780062024077,In,0,No Hold
394,"Allergy-free recipes for kids","Author, Unknown",33124092302826,641.5631 ALL,9781450837736,In,0,No Hold
395,"Allied bombers 1939-45","Mann, Chris",33124085417078,623.7463 MAN,9781905704705,In,0,No Hold
396,"Allies of the night","Shan, Darren",33124020340351,F SHA,316114375,In,0,No Hold
397,"Alligator : a novel","Moore, Lisa Lynne",33124038891551,F MOO,9780802170255,In,0,No Hold
398,"Alligator & crocodile rescue : changing the future for endangered wildlife","Snyder, Trish",33124041752154,333.95 SNY,9780605095274,In,0,No Hold
399,"Alligators and other crocodilians","Fairweather, Gari D",33124033280560,597.98 FAI,716612186,In,0,No Hold
400,"All's faire in middle school","Jamieson, Victoria",33124106913675,F JAM,9780525429982,Out,0,No Hold
401,"All's well that ends well.","Shakespeare, William",33124102656666,822.33 O1 ARD,9780525429985,In,0,No Hold
402,"Alma : a novel","Bell, William",33124038901350,F BEL,385660081,In,0,No Hold
403,"Almost famous Daisy","Kidd, Richard",33124046430590,E KID,9781845077099,In,0,No Hold
404,"Almost invisible","Garvin, Elaine",33124112016620,F GAR,1773060783,In,0,No Hold
405,"Almost Summer. 1 /","Be?dard, Sophie",33124111902358,F BED,9782924049396,Lost/Missing,0,No Hold
406,"Almost summer. 3 /","Bédard, Sophie",33124111902234,F BED,9782924049419,Out,0,No Hold
407,"Almost Summer. 4 /","Bédard, Sophie",33124111902218,F BED,9782924049426,In,0,No Hold
408,"Alone at Ninety Foot","Holubitsky, Katherine",1870134,F HOL,9781551431291,In,0,No Hold
409,"Alone in an untamed land : the filles du Roi diary of Hélène St. Onge","Trottier, Maxine",33124023744880,F TRO,439989698,In,0,No Hold
410,"Alpine skiing","Wiseman, Blaine",33124074239475,796.935 WIS,9781553889489,In,0,No Hold
411,"Alt ed","Atkins, Catherine",33124030863681,F ATK,9780142402351,In,0,No Hold
412,"Altered","Albin, Gennifer",33124101583093,F ALB,9780374316426,In,0,No Hold
413,"Alternative energy beyond fossil fuels","Rau, Dana Meachen",33124058453266,333.794 RAU,9780756542474,In,0,No Hold
414,"Althea & Oliver.","Moracho, Cristina",33124096020168,F MOR,142424765,Lost/Missing,0,No Hold
415,"Aluminium : A1","Knapp, Brian J",1789940,546 .6731 KNA,1869860446,In,0,No Hold
416,"Aluta","Badoe, Adwoa",33124104040117,F BAD,9781554988167,In,0,No Hold
417,"Always and forever, Lara Jean","Han, Jenny",33124103244058,F HAN,9781481430494,In,0,No Hold
418,"Always and forever, Lara Jean","Han, Jenny",33124103244157,F HAN,9781481430494,Lost/Missing,0,No Hold
419,"Always and forever, Lara Jean","Han, Jenny",33124103243324,F HAN,9781481430494,In,0,No Hold
420,"Always looking up : the adventures of an incurable optimist","Fox, Michael J.",33124046423769,790.4302 FOX,9781401303389,In,0,No Hold
421,"Always remember who you are","Ekstein, Anita Helfgott",33124118825404,940.5318 EKS,9781988065533,In,0,No Hold
422,"Am I blue? : coming out from the silence","Author, Unknown",1889668,F AMI,9780605088221,In,0,No Hold
423,"Amal and the letter from the King","Gajadin, Chitra",1093250,E GAJ CHINESE,1854302930,In,0,No Hold
424,"Amal and the letter from the King","Gajadin, Chitra",1093245,E GAJ VIETNAMESE,1854302930,In,0,No Hold
425,"Amal unbound","Saeed, Aisha",33124119146412,F SAE,9780399544682,In,0,No Hold
426,"Amazing artists","Miller, Janice P.",33124124479055,700 MIL,9781427128072,In,0,No Hold
427,"Amazing flights : the golden age","Hansen, Ole Steen",33124038889589,629.1309 HAN,778712028,In,0,No Hold
428,"Amazing forces","McClymont, Christine",33124042570688,537 MCC,771542380,In,0,No Hold
